uid,category,id,name,name_status,complete,issues,type,type_label,seed_id,plant_id,asset_name,price,price_id,required_level,source,image,image_file,image_source_type
item:1016,item,1016,青团,ok,true,,19,event_item,,,,100,1001,0,ItemInfo,/miniapp-assets-cache/cf48d7afa90f33eea24b7be32b72dce73563b225.png,images/item_1016_91c45c1597.png,local_route
item:1017,item,1017,南瓜印章,ok,true,,19,event_item,,,,0,0,0,ItemInfo+ActivityItemOverrides,/miniapp-assets-cache/02f6a4799fa7524db761637a475f92b4559f05ee.png,images/item_1017_8ca6df0f47.png,local_route
item:1101,item,1101,种植经验,ok,true,,3,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/9f84b3eb3a38301f3bee0921c1e0bb8801b2d6ff.png,images/item_1101_cb3e43b14e.png,local_route
item:2101,item,2101,头像框1,ok,false,missing_image,10,avatar_frame,,,Crop_2101,0,0,0,ItemInfo,,,
item:2102,item,2102,头像框2,ok,false,missing_image,10,avatar_frame,,,Crop_2102,0,0,0,ItemInfo,,,
item:2103,item,2103,头像框3,ok,false,missing_image,10,avatar_frame,,,Crop_2103,0,0,0,ItemInfo,,,
item:2110,item,2110,农场元老内测框,ok,true,,10,avatar_frame,,,,0,0,0,ItemInfo,/miniapp-assets-cache/7586aae42961c32365d0685516ec306aeb91d2db.png,images/item_2110_762f9ccebd.png,local_route
item:2120,item,2120,金穗至尊SVIP框,ok,true,,10,avatar_frame,,,,0,0,0,ItemInfo,/miniapp-assets-cache/7593967212a3a99c27f0ac0ae6a05bf6be6b765a.png,images/item_2120_70339cc98f.png,local_route
item:2130,item,2130,萌宠柯基头像框,ok,true,,10,avatar_frame,,,,0,0,0,ItemInfo,/miniapp-assets-cache/9cd354d86a859a339400946a9b19b42ef757080f.png,images/item_2130_e0c0d49420.png,local_route
item:2131,item,2131,春耕纪头像框,ok,true,,10,avatar_frame,,,,0,0,0,ItemInfo,/miniapp-assets-cache/a13ea25f2cc319037819a4030c969961763d8b35.png,images/item_2131_92fb50ea29.png,local_route
item:2140,item,2140,同气连枝头像框,ok,true,,10,avatar_frame,,,,0,0,0,ItemInfo,/miniapp-assets-cache/e064e1131819ae6d81f320a85dfe0eaaaa109538.png,images/item_2140_c2fa08cbee.png,local_route
item:2141,item,2141,护主犬头像框,ok,true,,10,avatar_frame,,,,0,0,0,ItemInfo,/miniapp-assets-cache/364adc9dbf1c94e9ba5c00ef51f6b924dc340a2c.png,images/item_2141_f176db5275.png,local_route
item:2150,item,2150,哈哈南瓜头像框,ok,true,,10,avatar_frame,,,,0,0,0,ItemInfo,/miniapp-assets-cache/cbbd981862708690c5a415279eed48220abb2d56.png,images/item_2150_88f28cb2b1.png,local_route
item:3001,item,3001,普通收藏点,ok,true,,12,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/730806d489665b8a2e5e6de1fbdfd577d5a03f0b.png,images/item_3001_fd2dce6949.png,local_route
item:3002,item,3002,典藏收藏点,ok,true,,12,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/730806d489665b8a2e5e6de1fbdfd577d5a03f0b.png,images/item_3002_fd2dce6949.png,local_route
item:4001,item,4001,手札活跃点,ok,true,,13,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/d6a835f3bdc634904816b249289e58daa551b624.png,images/item_4001_1acf77adcf.png,local_route
item:10000,item,10000,更新版本可见,ok,false,missing_image,1,system,,,,0,0,0,ItemInfo,,,
item:10001,item,10001,收获,ok,true,,4,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/2f2fb446b57d4487400e4b3997bee33e20e8870f.png,images/item_10001_2c085337ac.png,local_route
item:10002,item,10002,铲除,ok,true,,4,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/07664226225f17ea1fc5b4f7d2c686eb13b59c56.png,images/item_10002_371e398a6d.png,local_route
item:10003,item,10003,放草,ok,true,,4,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/e26152a37fd070bf3f324fd593ec10a966288736.png,images/item_10003_099fe5d1d2.png,local_route
item:10004,item,10004,放虫,ok,true,,4,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/278627d53f701af9b9c8fc6b46f4f00ff5816624.png,images/item_10004_f660a44ee2.png,local_route
item:10005,item,10005,除草,ok,true,,4,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/56bdf8faabbcbacccc7570b416252c7c47c845d8.png,images/item_10005_6944f078bc.png,local_route
item:10006,item,10006,除虫,ok,true,,4,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/f596f25d0a1ac3dbbd84274227f88a0b543daf5b.png,images/item_10006_d96b57e684.png,local_route
item:10007,item,10007,浇水,ok,true,,4,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/0206a06a7bc3df202d803a3aa38d8164d128faee.png,images/item_10007_ff870af9d5.png,local_route
item:10008,item,10008,摘菜,ok,true,,4,unknown,,,,0,0,0,ItemInfo,/miniapp-assets-cache/27dc934dc8f411cf535783249f1d6c83c6eb9280.png,images/item_10008_472cd601b2.png,local_route
item:20001,item,20001,草莓种子,ok,true,,5,seed,,,Crop_1,1120,0,38,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20001_%E8%8D%89%E8%8E%93_Crop_1_Seed.png,images/item_20001_62bada5173.png,local_route
item:20002,item,20002,白萝卜种子,ok,true,,5,seed,,,Crop_2,1,0,1,ItemInfo+live-seed-catalog,/game-config/seed_images_named/29999_%E7%99%BD%E8%90%9D%E5%8D%9C_Crop_2_Seed.png,images/item_20002_de77ec1e62.png,local_route
item:20003,item,20003,胡萝卜种子,ok,true,,5,seed,,,Crop_3,2,0,2,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20003_%E8%83%A1%E8%90%9D%E5%8D%9C_Crop_3_Seed.png,images/item_20003_3bd7efa1a2.png,local_route
item:20004,item,20004,玉米种子,ok,true,,5,seed,,,Crop_4,84,0,8,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20004_%E7%8E%89%E7%B1%B3_Crop_4_Seed.png,images/item_20004_d2c23522d4.png,local_route
item:20005,item,20005,土豆种子,ok,true,,5,seed,,,Crop_5,134,0,10,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20005_%E5%9C%9F%E8%B1%86_Crop_5_Seed.png,images/item_20005_1a908e26cf.png,local_route
item:20006,item,20006,茄子种子,ok,true,,5,seed,,,Crop_6,576,0,14,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20006_%E8%8C%84%E5%AD%90_Crop_6_Seed.png,images/item_20006_4015d15bf2.png,local_route
item:20007,item,20007,番茄种子,ok,true,,5,seed,,,Crop_7,640,0,18,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20007_%E7%95%AA%E8%8C%84_Crop_7_Seed.png,images/item_20007_bb601ff4dd.png,local_route
item:20008,item,20008,豌豆种子,ok,true,,5,seed,,,Crop_8,704,0,22,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20008_%E8%B1%8C%E8%B1%86_Crop_8_Seed.png,images/item_20008_f7ade8bb60.png,local_route
item:20009,item,20009,辣椒种子,ok,true,,5,seed,,,Crop_9,888,0,30,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20009_%E8%BE%A3%E6%A4%92_Crop_9_Seed.png,images/item_20009_66dfe1d44b.png,local_route
item:20010,item,20010,南瓜种子,ok,true,,5,seed,,,Crop_10,992,0,34,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20010_%E5%8D%97%E7%93%9C_Crop_10_Seed.png,images/item_20010_0a52b3c97c.png,local_route
item:20011,item,20011,苹果种子,ok,true,,5,seed,,,Crop_11,1680,0,39,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20011_%E8%8B%B9%E6%9E%9C_Crop_11_Seed.png,images/item_20011_4564c1b628.png,local_route
item:20013,item,20013,葡萄种子,ok,true,,5,seed,,,Crop_13,1728,0,54,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20013_%E8%91%A1%E8%90%84_Crop_13_Seed.png,images/item_20013_48362af46f.png,local_route
item:20014,item,20014,西瓜种子,ok,true,,5,seed,,,Crop_14,1400,0,46,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20014_%E8%A5%BF%E7%93%9C_Crop_14_Seed.png,images/item_20014_2fbbe0edb0.png,local_route
item:20015,item,20015,香蕉种子,ok,true,,5,seed,,,Crop_15,4200,0,48,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20015_%E9%A6%99%E8%95%89_Crop_15_Seed.png,images/item_20015_40937a2946.png,local_route
item:20016,item,20016,菠萝蜜种子,ok,true,,5,seed,,,Crop_16,4680,0,134,ItemInfo,/game-config/seed_images_named/20016_%E8%8F%A0%E8%90%9D%E8%9C%9C_Crop_16_Seed.png,images/item_20016_e61d93343e.png,local_route
item:20018,item,20018,桃子种子,ok,true,,5,seed,,,Crop_18,1560,0,50,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20018_%E6%A1%83%E5%AD%90_Crop_18_Seed.png,images/item_20018_007c28e813.png,local_route
item:20019,item,20019,橙子种子,ok,true,,5,seed,,,Crop_19,4680,0,52,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20019_%E6%A9%99%E5%AD%90_Crop_19_Seed.png,images/item_20019_51526ac5b1.png,local_route
item:20022,item,20022,鳄梨种子,ok,true,,5,seed,,,Crop_22,14040,0,138,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20022_%E9%B3%84%E6%A2%A8_Crop_22_Seed.png,images/item_20022_b323b80a65.png,local_route
item:20023,item,20023,石榴种子,ok,true,,5,seed,,,Crop_23,1920,0,58,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20023_%E7%9F%B3%E6%A6%B4_Crop_23_Seed.png,images/item_20023_4e19aa8794.png,local_route
item:20025,item,20025,银杏树苗种子,ok,true,,5,seed,,,Crop_25,1000,0,200,ItemInfo+live-seed-catalog,/game-config/seed_images_named/Crop_25_Seed.png,images/item_20025_60d32f550f.png,local_route
item:20026,item,20026,柚子种子,ok,true,,5,seed,,,Crop_26,5760,0,60,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20026_%E6%9F%9A%E5%AD%90_Crop_26_Seed.png,images/item_20026_32c3ea8f86.png,local_route
item:20027,item,20027,菠萝种子,ok,true,,5,seed,,,Crop_27,3168,0,62,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20027_%E8%8F%A0%E8%90%9D_Crop_27_Seed.png,images/item_20027_385d836852.png,local_route
item:20029,item,20029,椰子种子,ok,true,,5,seed,,,Crop_29,1746,0,65,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20029_%E6%A4%B0%E5%AD%90_Crop_29_Seed.png,images/item_20029_7b2f76f4ed.png,local_route
item:20031,item,20031,葫芦种子,ok,true,,5,seed,,,Crop_31,10476,0,68,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20031_%E8%91%AB%E8%8A%A6_Crop_31_Seed.png,images/item_20031_d4d80097e5.png,local_route
item:20033,item,20033,火龙果种子,ok,true,,5,seed,,,Crop_33,11484,0,72,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20033_%E7%81%AB%E9%BE%99%E6%9E%9C_Crop_33_Seed.png,images/item_20033_a7c5e2cc3e.png,local_route
item:20034,item,20034,樱桃种子,ok,true,,5,seed,,,Crop_34,4176,0,74,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20034_%E6%A8%B1%E6%A1%83_Crop_34_Seed.png,images/item_20034_3b821fc886.png,local_route
item:20035,item,20035,荔枝种子,ok,true,,5,seed,,,Crop_35,12528,0,76,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20035_%E8%8D%94%E6%9E%9D_Crop_35_Seed.png,images/item_20035_3df14d0d82.png,local_route
item:20036,item,20036,箬竹种子,ok,true,,5,seed,,,Crop_36,4752,0,63,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20036_%E7%AE%AC%E7%AB%B9_Crop_36_Seed.png,images/item_20036_f60ea269b7.png,local_route
item:20037,item,20037,莲藕种子,ok,true,,5,seed,,,Crop_37,1056,0,23,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20037_%E8%8E%B2%E8%97%95_Crop_37_Seed.png,images/item_20037_885c9dd87a.png,local_route
item:20038,item,20038,木瓜种子,ok,true,,5,seed,,,Crop_38,4560,0,78,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20038_%E6%9C%A8%E7%93%9C_Crop_38_Seed.png,images/item_20038_cfc63597f8.png,local_route
item:20039,item,20039,杨桃种子,ok,true,,5,seed,,,Crop_39,2472,0,81,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20039_%E6%9D%A8%E6%A1%83_Crop_39_Seed.png,images/item_20039_25fd32c892.png,local_route
item:20041,item,20041,红玫瑰种子,ok,true,,5,seed,,,Crop_41,2112,0,24,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20041_%E7%BA%A2%E7%8E%AB%E7%91%B0_Crop_41_Seed.png,images/item_20041_0172c99ffd.png,local_route
item:20042,item,20042,柠檬种子,ok,true,,5,seed,,,Crop_42,14832,0,84,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20042_%E6%9F%A0%E6%AA%AC_Crop_42_Seed.png,images/item_20042_2f4ebf0e68.png,local_route
item:20043,item,20043,无花果种子,ok,true,,5,seed,,,Crop_43,9504,0,64,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20043_%E6%97%A0%E8%8A%B1%E6%9E%9C_Crop_43_Seed.png,images/item_20043_1a439103c3.png,local_route
item:20044,item,20044,丝瓜种子,ok,true,,5,seed,,,Crop_44,2592,0,55,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20044_%E4%B8%9D%E7%93%9C_Crop_44_Seed.png,images/item_20044_9643028541.png,local_route
item:20045,item,20045,猕猴桃种子,ok,true,,5,seed,,,Crop_45,1914,0,69,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20045_%E7%8C%95%E7%8C%B4%E6%A1%83_Crop_45_Seed.png,images/item_20045_0533b867f5.png,local_route
item:20046,item,20046,爱心果种子,ok,true,,5,seed,,,Crop_46,12000,0,202,ItemInfo,/game-config/seed_images_named/Crop_46_Seed.png,images/item_20046_28e60201ad.png,local_route
item:20047,item,20047,甘蔗种子,ok,true,,5,seed,,,Crop_47,2340,0,51,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20047_%E7%94%98%E8%94%97_Crop_47_Seed.png,images/item_20047_09f36bf51e.png,local_route
item:20048,item,20048,杨梅种子,ok,true,,5,seed,,,Crop_48,5364,0,86,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20048_%E6%9D%A8%E6%A2%85_Crop_48_Seed.png,images/item_20048_cdb275d99c.png,local_route
item:20049,item,20049,花生种子,ok,true,,5,seed,,,Crop_49,3492,0,66,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20049_%E8%8A%B1%E7%94%9F_Crop_49_Seed.png,images/item_20049_d55d448757.png,local_route
item:20050,item,20050,蘑菇种子,ok,true,,5,seed,,,Crop_50,1584,0,61,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20050_%E8%98%91%E8%8F%87_Crop_50_Seed.png,images/item_20050_375179c037.png,local_route
item:20051,item,20051,红枣种子,ok,true,,5,seed,,,Crop_51,864,0,15,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20051_%E7%BA%A2%E6%9E%A3_Crop_51_Seed.png,images/item_20051_b4d538afdb.png,local_route
item:20052,item,20052,金针菇种子,ok,true,,5,seed,,,Crop_52,5238,0,67,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20052_%E9%87%91%E9%92%88%E8%8F%87_Crop_52_Seed.png,images/item_20052_7204d0ba15.png,local_route
item:20053,item,20053,桂圆种子,ok,true,,5,seed,,,Crop_53,6840,0,79,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20053_%E6%A1%82%E5%9C%86_Crop_53_Seed.png,images/item_20053_dc2a51be99.png,local_route
item:20054,item,20054,梨种子,ok,true,,5,seed,,,Crop_54,3828,0,70,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20054_%E6%A2%A8_Crop_54_Seed.png,images/item_20054_cb24215752.png,local_route
item:20055,item,20055,枇杷种子,ok,true,,5,seed,,,Crop_55,2088,0,73,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20055_%E6%9E%87%E6%9D%B7_Crop_55_Seed.png,images/item_20055_c3415dfa4e.png,local_route
item:20056,item,20056,哈密瓜种子,ok,true,,5,seed,,,Crop_56,4944,0,82,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20056_%E5%93%88%E5%AF%86%E7%93%9C_Crop_56_Seed.png,images/item_20056_4aa97eb42c.png,local_route
item:20057,item,20057,芒果种子,ok,true,,5,seed,,,Crop_57,2682,0,85,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20057_%E8%8A%92%E6%9E%9C_Crop_57_Seed.png,images/item_20057_6ef7b5dcd8.png,local_route
item:20058,item,20058,榴莲种子,ok,true,,5,seed,,,Crop_58,8046,0,87,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20058_%E6%A6%B4%E8%8E%B2_Crop_58_Seed.png,images/item_20058_e0ea4bc6b1.png,local_route
item:20059,item,20059,大白菜种子,ok,true,,5,seed,,,Crop_59,5,0,3,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20059_%E5%A4%A7%E7%99%BD%E8%8F%9C_Crop_59_Seed.png,images/item_20059_83aaa753f0.png,local_route
item:20060,item,20060,水稻种子,ok,true,,5,seed,,,Crop_60,42,0,6,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20060_%E6%B0%B4%E7%A8%BB_Crop_60_Seed.png,images/item_20060_21022d1b9d.png,local_route
item:20061,item,20061,小麦种子,ok,true,,5,seed,,,Crop_61,63,0,7,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20061_%E5%B0%8F%E9%BA%A6_Crop_61_Seed.png,images/item_20061_e46795ffa2.png,local_route
item:20062,item,20062,四叶草种子,ok,true,,5,seed,,,Crop_62,3360,0,40,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20062_%E5%9B%9B%E5%8F%B6%E8%8D%89_Crop_62_Seed.png,images/item_20062_0941b20526.png,local_route
item:20063,item,20063,苦瓜种子,ok,true,,5,seed,,,Crop_63,9360,0,95,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20063_%E8%8B%A6%E7%93%9C_Crop_63_Seed.png,images/item_20063_1889acb3de.png,local_route
item:20064,item,20064,大葱种子,ok,true,,5,seed,,,Crop_64,21,0,5,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20064_%E5%A4%A7%E8%91%B1_Crop_64_Seed.png,images/item_20064_ccf9bd1361.png,local_route
item:20065,item,20065,大蒜种子,ok,true,,5,seed,,,Crop_65,10,0,4,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20065_%E5%A4%A7%E8%92%9C_Crop_65_Seed.png,images/item_20065_052e82eac1.png,local_route
item:20066,item,20066,鲜姜种子,ok,true,,5,seed,,,Crop_66,111,0,9,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20066_%E9%B2%9C%E5%A7%9C_Crop_66_Seed.png,images/item_20066_6738fee47b.png,local_route
item:20067,item,20067,香瓜种子,ok,true,,5,seed,,,Crop_67,2280,0,77,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20067_%E9%A6%99%E7%93%9C_Crop_67_Seed.png,images/item_20067_832711694b.png,local_route
item:20068,item,20068,冬瓜种子,ok,true,,5,seed,,,Crop_68,3360,0,97,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20068_%E5%86%AC%E7%93%9C_Crop_68_Seed.png,images/item_20068_764e17d40b.png,local_route
item:20069,item,20069,莴笋种子,ok,true,,5,seed,,,Crop_69,7200,0,104,ItemInfo+live-seed-catalog,/game-config/seed_images_named/Crop_69_Seed.png,images/item_20069_cf6336913e.png,local_route
item:20070,item,20070,黄豆种子,ok,true,,5,seed,,,Crop_70,2100,0,47,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20070_%E9%BB%84%E8%B1%86_Crop_70_Seed.png,images/item_20070_9be0d86f04.png,local_route
item:20071,item,20071,小白菜种子,ok,true,,5,seed,,,Crop_71,167,0,11,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20071_%E5%B0%8F%E7%99%BD%E8%8F%9C_Crop_71_Seed.png,images/item_20071_6a95fe7245.png,local_route
item:20072,item,20072,榛子种子,ok,true,,5,seed,,,Crop_72,5184,0,56,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20072_%E6%A6%9B%E5%AD%90_Crop_72_Seed.png,images/item_20072_aa89a6f508.png,local_route
item:20073,item,20073,菠菜种子,ok,true,,5,seed,,,Crop_73,560,0,37,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20073_%E8%8F%A0%E8%8F%9C_Crop_73_Seed.png,images/item_20073_9030e6c2d5.png,local_route
item:20074,item,20074,金桔种子,ok,true,,5,seed,,,Crop_74,20160,0,100,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20074_%E9%87%91%E6%A1%94_Crop_74_Seed.png,images/item_20074_5b9b25a0de.png,local_route
item:20075,item,20075,桑葚种子,ok,true,,5,seed,,,Crop_75,7416,0,83,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20075_%E6%A1%91%E8%91%9A_Crop_75_Seed.png,images/item_20075_f79b06b8f0.png,local_route
item:20076,item,20076,山竹种子,ok,true,,5,seed,,,Crop_76,17388,0,92,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20076_%E5%B1%B1%E7%AB%B9_Crop_76_Seed.png,images/item_20076_ef4eff90a6.png,local_route
item:20077,item,20077,蓝莓种子,ok,true,,5,seed,,,Crop_77,5796,0,90,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20077_%E8%93%9D%E8%8E%93_Crop_77_Seed.png,images/item_20077_c433d04753.png,local_route
item:20078,item,20078,杏子种子,ok,true,,5,seed,,,Crop_78,10080,0,99,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20078_%E6%9D%8F%E5%AD%90_Crop_78_Seed.png,images/item_20078_f9c5bc0774.png,local_route
item:20079,item,20079,番石榴种子,ok,true,,5,seed,,,Crop_79,16092,0,88,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20079_%E7%95%AA%E7%9F%B3%E6%A6%B4_Crop_79_Seed.png,images/item_20079_a7401cfb50.png,local_route
item:20080,item,20080,月柿种子,ok,true,,5,seed,,,Crop_80,13680,0,80,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20080_%E6%9C%88%E6%9F%BF_Crop_80_Seed.png,images/item_20080_8c9f1ccefd.png,local_route
item:20083,item,20083,红毛丹种子,ok,true,,5,seed,,,Crop_83,3600,0,102,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20083_%E7%BA%A2%E6%AF%9B%E4%B8%B9_Crop_83_Seed.png,images/item_20083_8d74da6e64.png,local_route
item:20084,item,20084,芭蕉种子,ok,true,,5,seed,,,Crop_84,10800,0,106,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20084_%E8%8A%AD%E8%95%89_Crop_84_Seed.png,images/item_20084_2aae56b526.png,local_route
item:20085,item,20085,番荔枝种子,ok,true,,5,seed,,,Crop_85,3858,0,110,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20085_%E7%95%AA%E8%8D%94%E6%9E%9D_Crop_85_Seed.png,images/item_20085_92397f6f0a.png,local_route
item:20086,item,20086,橄榄种子,ok,true,,5,seed,,,Crop_86,11574,0,114,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20086_%E6%A9%84%E6%A6%84_Crop_86_Seed.png,images/item_20086_e3690ccf80.png,local_route
item:20087,item,20087,百香果种子,ok,true,,5,seed,,,Crop_87,4122,0,118,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20087_%E7%99%BE%E9%A6%99%E6%9E%9C_Crop_87_Seed.png,images/item_20087_2062661844.png,local_route
item:20088,item,20088,灯笼果种子,ok,true,,5,seed,,,Crop_88,12366,0,122,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20088_%E7%81%AF%E7%AC%BC%E6%9E%9C_Crop_88_Seed.png,images/item_20088_a18f9ccc50.png,local_route
item:20089,item,20089,芦荟种子,ok,true,,5,seed,,,Crop_89,4392,0,126,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20089_%E8%8A%A6%E8%8D%9F_Crop_89_Seed.png,images/item_20089_b31f08f257.png,local_route
item:20090,item,20090,薄荷种子,ok,true,,5,seed,,,Crop_90,13176,0,130,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20090_%E8%96%84%E8%8D%B7_Crop_90_Seed.png,images/item_20090_18a30c0df8.png,local_route
item:20091,item,20091,山楂种子,ok,true,,5,seed,,,Crop_91,2976,0,36,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20091_%E5%B1%B1%E6%A5%82_Crop_91_Seed.png,images/item_20091_3c6cb318bd.png,local_route
item:20092,item,20092,稀世琉璃果种子,ok,true,,5,seed,,,Crop_92,98928,0,91,ItemInfo,/game-config/seed_images_named/Crop_92_Seed.png,images/item_20092_22c19f5018.png,local_route
item:20095,item,20095,栗子种子,ok,true,,5,seed,,,Crop_95,2880,0,59,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20095_%E6%A0%97%E5%AD%90_Crop_95_Seed.png,images/item_20095_aed5642a27.png,local_route
item:20096,item,20096,生菜种子,ok,true,,5,seed,,,Crop_96,201,0,12,ItemInfo+live-seed-catalog,/game-config/seed_images_named/20096_%E7%94%9F%E8%8F%9C_Crop_96_Seed.png,images/item_20096_ae397f6c13.png,local_route
